#Temperature (K)	Pressure (MPa)	Density (l, kg/m3)	Volume (l, m3/kg)	Internal Energy (l, kJ/mol)	Enthalpy (l, kJ/mol)	Entropy (l, J/mol*K)	Cv (l, J/mol*K)	Cp (l, J/mol*K)	Sound Spd. (l, m/s)	Joule-Thomson (l, K/MPa)	Viscosity (l, uPa*s)	Therm. Cond. (l, W/m*K)	Surf. Tension (l, N/m)	Density (v, kg/m3)	Volume (v, m3/kg)	Internal Energy (v, kJ/mol)	Enthalpy (v, kJ/mol)	Entropy (v, J/mol*K)	Cv (v, J/mol*K)	Cp (v, J/mol*K)	Sound Spd. (v, m/s)	Joule-Thomson (v, K/MPa)	Viscosity (v, uPa*s)	Therm. Cond. (v, W/m*K)
220.00	0.59913	1166.1	0.00085753	3.7943	3.8169	24.279	42.682	86.338	951.21	-0.13180	239.29	0.17290	0.015693	15.817	0.063221	17.329	18.996	93.276	28.120	40.943	223.15	25.084	11.062	0.011424
220.50	0.61180	1164.3	0.00085887	3.8371	3.8602	24.473	42.651	86.399	947.61	-0.12985	237.30	0.17228	0.015576	16.138	0.061965	17.335	19.004	93.151	28.184	41.090	223.19	24.931	11.087	0.011470
221.00	0.62467	1162.5	0.00086023	3.8799	3.9036	24.667	42.621	86.462	944.00	-0.12788	235.33	0.17166	0.015460	16.464	0.060738	17.341	19.011	93.028	28.249	41.238	223.23	24.779	11.112	0.011516
221.50	0.63774	1160.6	0.00086159	3.9228	3.9470	24.861	42.591	86.526	940.39	-0.12589	233.37	0.17103	0.015343	16.795	0.059541	17.347	19.019	92.904	28.314	41.387	223.27	24.628	11.137	0.011563
222.00	0.65102	1158.8	0.00086295	3.9657	3.9904	25.055	42.560	86.592	936.79	-0.12386	231.44	0.17041	0.015227	17.131	0.058372	17.353	19.026	92.782	28.380	41.539	223.31	24.480	11.163	0.011610
222.50	0.66450	1157.0	0.00086433	4.0086	4.0338	25.248	42.530	86.660	933.18	-0.12180	229.52	0.16979	0.015111	17.473	0.057231	17.359	19.033	92.659	28.446	41.692	223.35	24.332	11.188	0.011658
223.00	0.67819	1155.1	0.00086571	4.0515	4.0773	25.441	42.501	86.729	929.58	-0.11971	227.63	0.16918	0.014995	17.820	0.056118	17.365	19.040	92.537	28.512	41.848	223.38	24.186	11.213	0.011705
223.50	0.69210	1153.3	0.00086711	4.0945	4.1209	25.633	42.471	86.800	925.97	-0.11759	225.75	0.16856	0.014879	18.172	0.055030	17.371	19.047	92.416	28.579	42.005	223.41	24.042	11.239	0.011753
224.00	0.70621	1151.4	0.00086851	4.1374	4.1644	25.826	42.442	86.873	922.37	-0.11544	223.89	0.16794	0.014763	18.530	0.053968	17.376	19.054	92.295	28.646	42.165	223.44	23.899	11.264	0.011802
224.50	0.72054	1149.5	0.00086991	4.1804	4.2080	26.018	42.412	86.948	918.76	-0.11326	222.04	0.16732	0.014648	18.893	0.052930	17.382	19.060	92.175	28.714	42.326	223.46	23.758	11.290	0.011851
225.00	0.73509	1147.7	0.00087133	4.2235	4.2517	26.209	42.383	87.024	915.16	-0.11104	220.21	0.16671	0.014533	19.261	0.051917	17.387	19.067	92.055	28.782	42.489	223.49	23.617	11.316	0.011900
225.50	0.74985	1145.8	0.00087276	4.2665	4.2953	26.401	42.354	87.102	911.56	-0.10879	218.40	0.16609	0.014418	19.636	0.050927	17.393	19.073	91.935	28.851	42.655	223.51	23.479	11.341	0.011949
226.00	0.76484	1143.9	0.00087419	4.3096	4.3390	26.592	42.326	87.181	907.95	-0.10651	216.61	0.16547	0.014303	20.016	0.049960	17.398	19.080	91.816	28.920	42.822	223.52	23.341	11.367	0.011999
226.50	0.78004	1142.0	0.00087563	4.3527	4.3828	26.783	42.297	87.263	904.35	-0.10420	214.83	0.16486	0.014188	20.402	0.049015	17.403	19.086	91.697	28.989	42.992	223.54	23.205	11.393	0.012049
227.00	0.79548	1140.1	0.00087708	4.3959	4.4266	26.973	42.269	87.346	900.74	-0.10185	213.07	0.16425	0.014073	20.794	0.048092	17.409	19.092	91.579	29.059	43.164	223.55	23.070	11.419	0.012100
227.50	0.81114	1138.2	0.00087855	4.4390	4.4704	27.163	42.241	87.431	897.14	-0.099465	211.33	0.16363	0.013959	21.191	0.047189	17.414	19.098	91.461	29.129	43.338	223.56	22.937	11.445	0.012151
228.00	0.82703	1136.3	0.00088001	4.4823	4.5143	27.353	42.213	87.518	893.53	-0.097044	209.60	0.16302	0.013845	21.595	0.046307	17.419	19.104	91.344	29.200	43.515	223.57	22.805	11.471	0.012202
228.50	0.84314	1134.4	0.00088149	4.5255	4.5582	27.543	42.185	87.607	889.92	-0.094588	207.89	0.16241	0.013731	22.005	0.045445	17.424	19.110	91.227	29.272	43.693	223.58	22.674	11.497	0.012254
229.00	0.85950	1132.5	0.00088298	4.5688	4.6022	27.732	42.157	87.698	886.31	-0.092094	206.19	0.16180	0.013617	22.421	0.044602	17.429	19.116	91.110	29.343	43.875	223.58	22.544	11.523	0.012306
229.50	0.87609	1130.6	0.00088448	4.6121	4.6462	27.921	42.130	87.791	882.70	-0.089563	204.51	0.16119	0.013504	22.843	0.043777	17.433	19.121	90.994	29.415	44.058	223.58	22.415	11.550	0.012358
230.00	0.89291	1128.7	0.00088599	4.6554	4.6902	28.110	42.103	87.886	879.09	-0.086994	202.85	0.16058	0.013390	23.271	0.042971	17.438	19.127	90.878	29.488	44.244	223.57	22.288	11.576	0.012411
230.50	0.90997	1126.8	0.00088751	4.6988	4.7343	28.299	42.076	87.983	875.48	-0.084387	201.19	0.15997	0.013277	23.706	0.042183	17.443	19.132	90.762	29.561	44.432	223.57	22.162	11.603	0.012464
231.00	0.92728	1124.8	0.00088903	4.7422	4.7785	28.487	42.049	88.082	871.86	-0.081739	199.56	0.15936	0.013164	24.147	0.041412	17.447	19.137	90.647	29.635	44.623	223.56	22.037	11.629	0.012518
231.50	0.94483	1122.9	0.00089057	4.7856	4.8226	28.675	42.023	88.183	868.25	-0.079052	197.94	0.15875	0.013052	24.595	0.040658	17.452	19.142	90.532	29.709	44.817	223.55	21.913	11.656	0.012572
232.00	0.96262	1120.9	0.00089212	4.8291	4.8669	28.863	41.996	88.287	864.63	-0.076323	196.33	0.15814	0.012939	25.050	0.039920	17.456	19.147	90.417	29.783	45.013	223.54	21.790	11.683	0.012627
232.50	0.98067	1119.0	0.00089368	4.8726	4.9112	29.051	41.970	88.392	861.01	-0.073553	194.74	0.15753	0.012827	25.511	0.039199	17.461	19.152	90.303	29.858	45.212	223.52	21.669	11.709	0.012682
233.00	0.99896	1117.0	0.00089524	4.9162	4.9555	29.238	41.944	88.500	857.39	-0.070741	193.16	0.15692	0.012714	25.979	0.038493	17.465	19.157	90.189	29.934	45.414	223.50	21.548	11.736	0.012737
233.50	1.0175	1115.0	0.00089682	4.9597	4.9999	29.426	41.918	88.610	853.76	-0.067886	191.60	0.15632	0.012602	26.454	0.037802	17.469	19.162	90.075	30.010	45.618	223.48	21.429	11.763	0.012793
234.00	1.0363	1113.1	0.00089841	5.0034	5.0443	29.612	41.893	88.722	850.14	-0.064986	190.05	0.15571	0.012491	26.936	0.037125	17.473	19.166	89.962	30.086	45.825	223.46	21.311	11.790	0.012850
234.50	1.0554	1111.1	0.00090001	5.0470	5.0888	29.799	41.868	88.837	846.51	-0.062042	188.51	0.15511	0.012379	27.425	0.036464	17.477	19.171	89.849	30.163	46.035	223.43	21.193	11.818	0.012907
235.00	1.0747	1109.1	0.00090162	5.0908	5.1334	29.986	41.843	88.954	842.88	-0.059053	186.99	0.15450	0.012268	27.921	0.035816	17.481	19.175	89.736	30.241	46.248	223.40	21.077	11.845	0.012964
235.50	1.0942	1107.1	0.00090325	5.1345	5.1780	30.172	41.818	89.073	839.24	-0.056017	185.48	0.15390	0.012157	28.424	0.035182	17.485	19.179	89.624	30.319	46.464	223.37	20.962	11.872	0.013022
236.00	1.1141	1105.1	0.00090488	5.1783	5.2227	30.358	41.793	89.195	835.61	-0.052934	183.99	0.15329	0.012046	28.935	0.034561	17.488	19.183	89.511	30.397	46.684	223.33	20.848	11.900	0.013081
236.50	1.1342	1103.1	0.00090653	5.2221	5.2674	30.544	41.769	89.319	831.97	-0.049803	182.51	0.15269	0.011935	29.453	0.033953	17.492	19.187	89.399	30.476	46.906	223.30	20.735	11.928	0.013140
237.00	1.1545	1101.1	0.00090818	5.2660	5.3122	30.730	41.745	89.446	828.32	-0.046622	181.04	0.15209	0.011824	29.978	0.033358	17.495	19.190	89.288	30.555	47.131	223.26	20.622	11.955	0.013199
237.50	1.1752	1099.1	0.00090985	5.3099	5.3570	30.915	41.721	89.575	824.67	-0.043392	179.58	0.15148	0.011714	30.511	0.032775	17.499	19.194	89.176	30.635	47.360	223.21	20.511	11.983	0.013259
238.00	1.1961	1097.1	0.00091153	5.3539	5.4019	31.101	41.697	89.707	821.02	-0.040110	178.14	0.15088	0.011604	31.052	0.032204	17.502	19.197	89.065	30.715	47.592	223.17	20.401	12.011	0.013320
238.50	1.2173	1095.0	0.00091323	5.3979	5.4469	31.286	41.674	89.842	817.37	-0.036777	176.71	0.15028	0.011494	31.601	0.031645	17.505	19.201	88.954	30.796	47.828	223.12	20.292	12.039	0.013381
239.00	1.2387	1093.0	0.00091493	5.4420	5.4919	31.471	41.650	89.980	813.71	-0.033390	175.29	0.14968	0.011384	32.158	0.031097	17.509	19.204	88.843	30.878	48.067	223.07	20.183	12.067	0.013443
239.50	1.2605	1090.9	0.00091665	5.4861	5.5370	31.655	41.628	90.120	810.05	-0.029950	173.88	0.14908	0.011275	32.722	0.030560	17.512	19.207	88.732	30.960	48.309	223.01	20.076	12.096	0.013505
240.00	1.2825	1088.9	0.00091838	5.5303	5.5821	31.840	41.605	90.263	806.38	-0.026454	172.49	0.14848	0.011165	33.295	0.030034	17.515	19.210	88.622	31.042	48.555	222.96	19.969	12.124	0.013568
240.50	1.3048	1086.8	0.00092013	5.5745	5.6273	32.025	41.582	90.409	802.71	-0.022902	171.11	0.14788	0.011056	33.876	0.029519	17.517	19.212	88.511	31.125	48.805	222.90	19.864	12.153	0.013632
241.00	1.3274	1084.7	0.00092189	5.6188	5.6726	32.209	41.560	90.559	799.03	-0.019292	169.73	0.14728	0.010948	34.466	0.029014	17.520	19.215	88.401	31.209	49.059	222.84	19.759	12.182	0.013696
241.50	1.3502	1082.7	0.00092366	5.6631	5.7180	32.393	41.538	90.711	795.35	-0.015624	168.38	0.14668	0.010839	35.064	0.028520	17.523	19.217	88.291	31.293	49.317	222.77	19.655	12.211	0.013761
242.00	1.3734	1080.6	0.00092544	5.7075	5.7634	32.577	41.517	90.866	791.67	-0.011895	167.03	0.14608	0.010730	35.670	0.028035	17.525	19.220	88.182	31.378	49.579	222.70	19.552	12.240	0.013827
242.50	1.3968	1078.5	0.00092724	5.7519	5.8089	32.761	41.495	91.024	787.98	-0.0081057	165.69	0.14548	0.010622	36.285	0.027559	17.528	19.222	88.072	31.463	49.845	222.63	19.450	12.269	0.013893
243.00	1.4206	1076.4	0.00092905	5.7964	5.8545	32.945	41.474	91.186	784.28	-0.0042536	164.37	0.14488	0.010514	36.909	0.027094	17.530	19.224	87.962	31.549	50.115	222.56	19.348	12.298	0.013960
